slug;typeCommunecter;tags;url;shortDescription;image;description;__recordKey__;email;address;geo;@type;name;geo_latitude;geo_longitude;geometrie;url_communecter;address_addresslocality;address_codeinsee;address_postalcode;address_streetaddress
leSpotmultiburo;LocalBusiness;"TiersLieux;Télétravail;En fonctionnement;Entre 60 et 200m2;Business;Coworking";"{""website"": ""http://www.multiburo.com/fr/centerproduct/lille-coworking-bureaux-partages/"", ""communecter"": ""https://www.communecter.org/#@leSpotmultiburo"", ""api"": ""https://www.communecter.org/api/organization/get/id/57adc23d40bb4e681f8a6a1a""}";<h1>Espace de coworking et bureaux à partager pour créateurs, start-up, entrepreneurs et télétravailleurs</h1><br>;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/5b7c0e7381106a099cf3ce8ad8c82570;"**Le lieu :**  
• Un espace de coworking (le « Spot »), des bureaux partagés et des bureaux privatifs  
• Bureaux récents tout confort, plusieurs ambiances de travail ; connexion wifi ou filaire par  
fibre optique, ligne téléphonique fixe.  
• Possibilité de s’isoler : box confidentiels isolés pour rendez-vous professionnel ou  
conférence téléphonique, projection possible sur écran, fauteuils acoustiques  
• Casier personnel avec code d’accès  
• Accès par badge (option possible 24h/24)  
• Espace café : lieu d’échange pour déjeuner, équipé avec micro-onde, frigo et vaisselle  
• Avec l'abonnement, accès possible dans tous les autres espaces de coworking du réseau Multiburo et partenaires Locartis (France et Belgique)  
• Accès imprimante en réseau, scan to mail  
• Possibilité de domicilier son entreprise  
• Possibilité de louer des bureaux privatifs et salles de réunion (jusqu’à 15 personnes) avec services de pauses café et déjeuner.

**Tarifs :**  
• L'espace de coworking :  
◦ Abonnement mensuel : en mode nomade : 270€ / mois  
◦ Sans abonnement, à la carte : 40€ / jour, 25€ / demi-journée, 10€ / heure  
• Bureaux privatifs et salles de réunion (sur devis)  

**Animations :**  
• Conférences thématiques, petits déjeuners. Elles sont animées soit par les coworkers eux-mêmes, soit par des partenaires extérieurs. Exemples de thématiques : la création d’entreprise, le business plan, le statut du dirigeant (avec L’Expert-Comptable.com), le développement de l’activité (avec la CCI), le développement en Europe (avec Enterprise Europe Network), les réseaux sociaux, comment faire une présentation percutante, etc...  
• Les rencontres ont lieu une fois / mois minimum, et plus régulièrement de façon informelle.  
• Elles sont destinées à la fois aux coworkers mais aussi aux salariés des entreprises qui occupent les bureaux privatifs.  
• Volonté d’animer davantage, de mettre les travailleurs en relation les uns avec les autres, d’aider à trouver des partenaires, et offrir des opportunités pour se développer : création d’un groupe « SPOT LILLE » sur les réseaux ; possibilité de parler des coworkers sur les réseaux Multiburo (présentation, témoignage, vidéo)  

**Le profil des coworkers :**  
• 50% salariés (antenne régionale) : salariés en télétravail, travailleurs nomades, salariés de sociétés étrangères  
• 50% d’indépendants, start-up (plutôt dans le conseil).";57adc23d40bb4e681f8a6a1a;myriam.delcourt@multiburo.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""14 RUE DU VIEUX FAUBOURG"", ""postalCode"": ""59800"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": 50.6377381, ""@type"": ""GeoCoordinates"", ""longitude"": 3.0696267}";Organization;LE SPOT/MULTIBURO;50.6377381;3.0696267;50.6377381,3.0696267;https://www.communecter.org/#@leSpotmultiburo;LILLE;59350;59800;14 RUE DU VIEUX FAUBOURG
1624Coworkinlille;LocalBusiness;"TiersLieux;coworking;200m²;Business;Télétravail;Salle de réunion;En fonctionnement";"{""website"": ""http://www.1624cowork.com/"", ""communecter"": ""https://www.communecter.org/#@1624Coworkinlille"", ""api"": ""https://www.communecter.org/api/organization/get/id/57adcbdb40bb4eb6208a6a15""}";<h2>1624: LE COWORKING DONT VOUS RÊVEZ !</h2><br>;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/b7b39baf1e3cb35f3cd418f2b8cd271c;"## QU'EST-CE QUE 1624 COWORK'IN LILLE ?

#### 1624 est un espace de location de postes de travail situé dans un hôtel particulier, au coeur du vieux Lille et à moins de 10 minutes des gares.

#### Adossé au Startup studio de [Sparkling Partners](http://www.sparkling-partners.com), vous porterez votre projet au sein d'une communauté bienveillante de créatifs et d'entrepreneurs.

*   #### Vous démarrez votre activité ?

*   #### Vous travaillez seul et / ou à domicile ?

*   #### Vous voulez activer votre moteur interne nécessaire à l'avancement de votre projet ?

*   #### Vous ne souhaitez pas vous engager avec un bail et appréciez garder votre liberté ?

*   #### Vous êtes une startup, votre équipe s'agrandit et vous aimez travailler dans un environnement propice à la créativité et à l'échange ?

#### 200 m², 30 postes, 2 espaces de réunion, un espace détente, une cuisine et une terrasse sont à votre disposition dans un cadre de travail hors du commun et chaleureux.";57adcbdb40bb4eb6208a6a15;contact@1624cowork.co;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""12 ter rue des Tours"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": 50.64100389107, ""@type"": ""GeoCoordinates"", ""longitude"": 3.0658721923828}";Organization;1624 COWORKIN'LILLE;50.64100389107;3.0658721923828;50.6410038911,3.06587219238;https://www.communecter.org/#@1624Coworkinlille;LILLE;59350;59000;12 ter rue des Tours
clockworkCoworkingCafe;LocalBusiness;"Télétravail;Coworking;Salle de réunion;Espace à louer;Business;En démarrage;Plus de 200m2;Restaurant;Bar;Tiers lieu;TiersLieux";"{""website"": ""https://www.facebook.com/ClockworkLille/"", ""communecter"": ""https://www.communecter.org/#@clockworkCoworkingCafe"", ""api"": ""https://www.communecter.org/api/organization/get/id/5ac76f7740bb4eb92817449a""}";Situé à 2 pas des Gares de Lille, le clockwork offre 80 places sans réservations ni engagement, ainsi  9 salles  de réunion (4 à 50 places);https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/a6068ea802647eecffb5291a1463a146;"Coworking, tiers lieux, télétravail, nomadisme, flexibureaux....

Le Clockwork s'intègre dans la transition profonde des modes de travail en proposant un espace adapté aux entreprises et freelances/indépendants.

A proximité immédiate des 2 gares de Lille, notre espace propose 400 m² aménagés pour vos besoins et ceux de vos collaborateurs, le tout dans un rigoureux respect des normes réglementaires (accessibilité, incendie, etc.)

Dans une atmosphère détendue se rapprochant de l'esprit ""coffee shop""​, le Clockwork déploie :
- 3 salles de réunion de 14 à 50 places
- 1 théâtre / salle de conférence de 19 places
- 5 salles d'entretiens
- 70 places en open space, sans réservation ni engagement et dans différentes atmosphère (table partagée, zone lounge, mange-debout, bistrot, etc.)

Dans l'esprit propre à la culture réseaux des coworking, nous organisons également des afterworks quotidien à partir de 18h autour de produits fournis par des commerçants et producteurs locaux !";5ac76f7740bb4eb92817449a;florent.ionescu-martin@coworking-clockwork.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""38 boulevard carnot"", ""postalCode"": ""59000"", ""codeInsee"": ""undefined"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.639313"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.067503""}";Organization;Clockwork, Coworking Café;50.639313;3.067503;50.639313,3.067503;https://www.communecter.org/#@clockworkCoworkingCafe;LILLE;undefined;59000;38 boulevard carnot
cooperativeBaraka2;LocalBusiness;"Coopérative;Restaurant;TiersLieux;Tiers lieu;TiersLieu;Tiers Lieux;Tiers-Lieu;tiers-lieu;Tiers-Lieux;Tiers-lieux;Tiers Lieu;tiers-lieux;SallesDeRéunion;Salles de réunion;Salle de réunion;spectacle;communs;biens communs";"{""website"": ""http://www.cooperativebaraka.fr/"", ""communecter"": ""https://www.communecter.org/#@cooperativeBaraka2"", ""api"": ""https://www.communecter.org/api/organization/get/id/5b740dbd40bb4ed378808366""}";Un resto où en mangeant on protège le climat de ses petits-enfants, on diminue son impact environnemental  et on crée de l'emploi;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/5af5ff7125f0fc5ff2bed4aeb56a735a;;5b740dbd40bb4ed378808366;contact@cooperativebaraka.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""ROUBAIX"", ""streetAddress"": ""20 rue Sébastopol"", ""postalCode"": ""59100"", ""codeInsee"": ""undefined"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.689272"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.170693""}";Organization;Coopérative baraka;50.689272;3.170693;50.689272,3.170693;https://www.communecter.org/#@cooperativeBaraka2;ROUBAIX;undefined;59100;20 rue Sébastopol
lalocoTierslieuFivesCail;Group;"En projet;Hybride;TiersLieux";"{""communecter"": ""https://www.communecter.org/#@lalocoTierslieuFivesCail"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41654d40bb4e913e0e4a45""}";;;;5d41654d40bb4e913e0e4a45;laurent.courouble@co-porteurs.org;"{""postalCode"": ""59800"", ""addressLocality"": ""LILLE"", ""codeInsee"": ""59350"", ""addressCountry"": ""FR"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.6335574"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.0808253""}";Organization;LaLOCO tiers-lieu Fives Cail;50.6335574;3.0808253;50.6335574,3.0808253;https://www.communecter.org/#@lalocoTierslieuFivesCail;LILLE;59350;59800;
;Group;"En projet;Coworking;Coworking;Fablab;Atelier partagé;Télétravail;Accompagnement de projets;Salle de réunion;Cuisine;Laboratoire;Espace de recherche;Café;Espace détente;Relais sport nature;Médiation numérique;Offre culturelle ou artistique;Salle de réunion;Formation;Conciergerie;Domiciliation;Épicerie participative ou achat groupé;Atelier participatif;Bar ou café participatif;TiersLieux";"{""api"": ""https://www.communecter.org/api/organization/get/id/5d41654f40bb4e913e0e4a59""}";;;;5d41654f40bb4e913e0e4a59;jchguerin@hotmail.com;"{""postalCode"": ""59510"", ""addressLocality"": ""FOREST SUR MARQUE"", ""codeInsee"": ""59247"", ""addressCountry"": ""FR"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.6342039"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.189417""}";Organization;L'Atelier Partagé ou  Patch Lab (pas encore figé!);50.6342039;3.189417;50.6342039,3.189417;;FOREST SUR MARQUE;59247;59510;
labalNomPlusQueProvisoire;Group;"En projet;Hybride;Accompagnement de projets;Atelier;Salle de réunion;Cuisine;Laboratoire;Espace de recherche;Espace détente;Offre culturelle ou artistique;Atelier participatif;Bar ou café participatif;TiersLieux";"{""communecter"": ""https://www.communecter.org/#@labalNomPlusQueProvisoire"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41654f40bb4e913e0e4a5b""}";;;;5d41654f40bb4e913e0e4a5b;S.Bruneau@ville-saint-andre.fr;"{""postalCode"": ""59350"", ""addressLocality"": ""ST ANDRE LEZ LILLE"", ""codeInsee"": ""59527"", ""addressCountry"": ""FR"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.6577208"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.0501517""}";Organization;LABAL (nom plus que provisoire);50.6577208;3.0501517;50.6577208,3.0501517;https://www.communecter.org/#@labalNomPlusQueProvisoire;ST ANDRE LEZ LILLE;59527;59350;
ohHappyDesk;LocalBusiness;"En fonctionnement;Coworking;Moins de 60m2;Atelier partagé;Télétravail;Accompagnement de projets;Atelier;Salle de réunion;Cuisine;Café;Espace détente;Offre culturelle ou artistique;Bar / café;Ressourcerie;Accompagnement des publics accueillis;Complexe évènementiel;Salle de réunion;Formation;Conciergerie;Épicerie participative ou achat groupé;Atelier participatif;TiersLieux";"{""website"": ""www.ohhappydesk.fr"", ""communecter"": ""https://www.communecter.org/#@ohHappyDesk"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655440bb4e913e0e4ab0""}";"""Capacité d'accueil de 19 m2 peut recevoir jusqu'à 19 personnes";;"www.ohhappydesk.fr""";5d41655440bb4e913e0e4ab0;admin@ohhappydesk.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""ROUBAIX"", ""streetAddress"": ""92 bd du Gal de Gaulle - 2ème étage"", ""postalCode"": ""59100"", ""codeInsee"": ""59512"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.68888900"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.18427000""}";Organization;Oh! Happy Desk;50.68888900;3.18427000;50.688889,3.18427;https://www.communecter.org/#@ohHappyDesk;ROUBAIX;59512;59100;92 bd du Gal de Gaulle - 2ème étage
blenderlab;LocalBusiness;"En fonctionnement;Fablab;Moins de 60m2;Fablab;Atelier partagé;Accompagnement de projets;Atelier;Cuisine;Café;Médiation numérique;Formation;Atelier participatif;TiersLieux";"{""website"": ""blenderlab.Fr"", ""communecter"": ""https://www.communecter.org/#@blenderlab"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655440bb4e913e0e4abf""}";"""fonctionnement participatifCapacité d'accueil de 8 m2 peut recevoir jusqu'à 8 personnes";;"blenderlab.Fr""";5d41655440bb4e913e0e4abf;thomas@blenderlab.Fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""6, rue JEanne d'Arc"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.628543"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.088872""}";Organization;blenderlab;50.628543;3.088872;50.628543,3.088872;https://www.communecter.org/#@blenderlab;LILLE;59350;59000;6, rue JEanne d'Arc
rucheDentreprisesLilleHellemmes;LocalBusiness;"En fonctionnement;Accompagnement de projets;Entre 60 et 200m2;Accompagnement de projets;Atelier;Salle de réunion;Espace à louer;Accompagnement des publics accueillis;Salle de réunion;Espace de stockage;Domiciliation;TiersLieux";"{""website"": ""http://www.lillemetropole.fr/mel/services/economie-emploi.html"", ""communecter"": ""https://www.communecter.org/#@rucheDentreprisesLilleHellemmes"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655640bb4e913e0e4af1""}";"""Capacité d'accueil de 200 m2 peut recevoir jusqu'à 200 personnes";;"http://www.lillemetropole.fr/mel/services/economie-emploi.html""";5d41655640bb4e913e0e4af1;mdormion@lillemetropole.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""121 rue Chanzy – hellemmes"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.629033"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.112568""}";Organization;Ruche d'entreprises Lille- Hellemmes;50.629033;3.112568;50.629033,3.112568;https://www.communecter.org/#@rucheDentreprisesLilleHellemmes;LILLE;59350;59000;121 rue Chanzy – hellemmes
plateformeEnergies;GovernmentOrganization;"En fonctionnement;Fablab;Moins de 60m2;Espace à louer;Laboratoire;Espace de recherche;Salle de réunion;Formation;LABORATOIRE R&D SUR LES RESEAUX INTELLIGENTS D'ENERGIES;TiersLieux";"{""website"": ""https://artsetmetiers.fr/"", ""communecter"": ""https://www.communecter.org/#@plateformeEnergies"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655740bb4e913e0e4b00""}";"""Capacité d'accueil de 30 m2 peut recevoir jusqu'à 30 personnes";;"https://artsetmetiers.fr/""";5d41655740bb4e913e0e4b00;THOMAS.ROILLET@ENSAM.EU;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""Campus Arts et Métiers , 8 Bd Louis XIV"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.628667"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.07236""}";Organization;"PLATEFORME """"ENERGIES""""";50.628667;3.07236;50.628667,3.07236;https://www.communecter.org/#@plateformeEnergies;LILLE;59350;59000;Campus Arts et Métiers , 8 Bd Louis XIV
hubhouse;NGO;"En fonctionnement;Accompagnement de projets;Café;Domiciliation;TiersLieux";"{""website"": ""http://hubhouse.univ-lille1.fr/Nos-Missions/Bienvenue-au-HubHouse"", ""communecter"": ""https://www.communecter.org/#@hubhouse"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655740bb4e913e0e4b0f""}";Lieu d'accueil dédié au développement de la culture entrepreneuriale et à la prise d'initiative pour les étudiants.;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/771b42fd8a2fc278111cf0df4f2f7dd9;;5d41655740bb4e913e0e4b0f;catherine.dervaux@univ-catholille.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""85 Boulevard Vauban"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.636631"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.049136""}";Organization;HubHouse;50.636631;3.049136;50.636631,3.049136;https://www.communecter.org/#@hubhouse;LILLE;59350;59000;85 Boulevard Vauban
laMaisonDuCoworkingLille;LocalBusiness;"En fonctionnement;Coworking;Télétravail;Salle de réunion;Salle de réunion;Domiciliation;Atelier participatif;TiersLieux";"{""website"": ""https://www.lamaisonducoworking.fr/"", ""communecter"": ""https://www.communecter.org/#@laMaisonDuCoworkingLille"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655a40bb4e913e0e4b41""}";"""";;"https://www.lamaisonducoworking.fr/""";5d41655a40bb4e913e0e4b41;bonjour@lamaisonducoworking.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""116 rue nationale"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.625395"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.101166""}";Organization;LA MAISON DU COWORKING LILLE;50.625395;3.101166;50.625395,3.101166;https://www.communecter.org/#@laMaisonDuCoworkingLille;LILLE;59350;59000;116 rue nationale
