"ID Exporter les données","Exporter les données","Horodateur","Nom SP","Statut","EPN","Nature","Ouverture","Mail SP","Adresse SP","CP","Commune","Tél SP","Site SP","Accès équipement","Type équipement","Fixe mobile équipement","Lieu mobilité équipement","Conditions accès équipement","Coût accès équipement","Horaires équipement","Médnum","Compétences médnum","Fixe mobile médnum","Lieu mobilité médnum","Conditions accès médnum","Accompagnement médnum","Coût accès médnum","Fréquence médnum","Horaires médnum","Démarches","Démarches spécifiques","Type démarches","Fixe mobile démarches","Lieu mobilité démarches","Conditions accès démarches","Accompagnement démarches","Coût accès démarches","Fréquence démarches","Horaires démarches","Stockage","Coût stockage","vente matériel","typé vente matériel","connaissance aptic","intéréssée aptic","connaissance picto","intéréssée picto","Publics spécifiques","Publics","Territoire","Quel territoire","PMR","Transports en commun","Collaboration","Autres structures partenaires","Autres offres","chéques APTIC","LIEN PICTO aptic","LIEN PICTO ACCES","PICTO","Latitude","Longitude"
"563","Maison de Services au Public d'Amiens Rollin","2018","Maison de Services au Public d'Amiens Rollin","Public","Non","Maison de Service au Public (MSAP)","Du mardi au vendredi 9:00-12:30 et 13:30-17:00","msapamiensrollin@amiens-metropole.com","Rue du 8 mai 1945","80000","Amiens","03 22 50 32 70","https://www.maisondeservicesaupublic.fr/content/amiens-rollin","Oui","Mise à disposition de deux ordinateurs avec connexion internet - Reliés à l’imprimante et au scanner - Connexion WiFi - Borne « services publics »","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","Individuel","Gratuit","","","Oui","Oui","Offre de proximité et de qualité afin de réaliser les démarches de la vie quotidienne.       Services proposés : Pôle Emploi ; Caisse nationale d'assurance maladie ; Caisse nationale d'assurance vieillesse ; Caisse nationale des allocations familiales ; Caisse centrale de la mutualité sociale agricole ; GRDF ; Agence départementale d'Information sur le logement (ADIL) ; Agence nationale des titres sécurisés (ANTS) ; Bailleurs sociaux ; CAP Emploi ; Centre communal d’action sociale (CCAS) ; Conseil départemental ; Conseil départemental d'accès aux droits ; Croix-Rouge ; Défenseur des droits ; EDF ; Engie ; Plan local pour l'insertion et l'emploi (PLIE) ; Point d'accès aux droits ; Point Info Jeunesse ; Point Protection Maternelle Infantile ; Préfecture ; Trésor Public ; Union départementale des associations familiales (UDAF) ; MDPH ; Agent de développement local d’intégration ; CARSAT ; CIDFF80 ; UDAF ; service état civil de Nantes ; Mission Locale Insertion, Formation et Emploi; Direction générale des services publics ; tous les partenaires institutionnels et associatifs ayant une mission de service public       En un lieu unique :    - accueil, information sur les droits et prestations   - aide à l'utilisation des services en ligne : télé-déclarations ; création, suivi et mise à jour de son espace personnel en ligne   - orientation vers les partenaires, prise de rendez-vous","Dans un lieu d'accueil fixe","","","Individuel","Gratuit","","","Non","","Non","","","","","","","Tout public","","","Oui","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","49,874357","2,306493"
"565","Maison de Services au Public de Bernaville","2018","Maison de Services au Public de Bernaville","Privé","Non","Maison de Service au Public (MSAP)","Du lundi au vendredi : 09:00-11:30 et 14:00-16:30 / Samedi :  09:00-12:00","msap.bernaville@laposte.fr","6 rue du Général Jean Crépin","80370","Bernaville","","https://www.maisondeservicesaupublic.fr/content/bernaville-bureau-de-poste","Oui","Mise à disposition de deux ordinateurs avec connexion internet - Reliés à l’imprimante et au scanner - Connexion WiFi - Borne « services publics »","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","Individuel","Gratuit","","","Oui","Oui","Offre de proximité et de qualité afin de réaliser les démarches de la vie quotidienne.       Services proposés : Pôle Emploi ; Caisse nationale d'assurance maladie ; Caisse nationale d'assurance vieillesse ; Caisse nationale des allocations familiales ; Caisse centrale de la mutualité sociale agricole ; GRDF ; La Poste      En un lieu unique :    - accueil, information sur les droits et prestations   - aide à l'utilisation des services en ligne : télé-déclarations ; création, suivi et mise à jour de son espace personnel en ligne   - orientation vers les partenaires, prise de rendez-vous","Dans un lieu d'accueil fixe","","","Individuel","Gratuit","","","Non","","Non","","","","","","","Tout public","","","Oui","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","50,130808","2,162679"
"567","Maison de Services au Public d'Hallencourt","2018","Maison de Services au Public d'Hallencourt","Privé","Non","Maison de Service au Public (MSAP)","Du lundi au vendredi : 09:00-11:30 et 14:30-17:00 / Samedi :  09:00-12:00","msap.hallencourt@laposte.fr","Rue de la République","80490","Hallencourt","","https://www.maisondeservicesaupublic.fr/content/hallencourt-bureau-de-poste","Oui","Mise à disposition de deux ordinateurs avec connexion internet - Reliés à l’imprimante et au scanner - Connexion WiFi - Borne « services publics »","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","Individuel","Gratuit","","","Oui","Oui","Offre de proximité et de qualité afin de réaliser les démarches de la vie quotidienne.       Services proposés : Pôle Emploi ; Caisse nationale d'assurance maladie ; Caisse nationale d'assurance vieillesse ; Caisse nationale des allocations familiales ; Caisse centrale de la mutualité sociale agricole ; GRDF ; La Poste ; Préfecture ; Trésor Public       En un lieu unique :    - accueil, information sur les droits et prestations   - aide à l'utilisation des services en ligne : télé-déclarations ; création, suivi et mise à jour de son espace personnel en ligne   - orientation vers les partenaires, prise de rendez-vous","Dans un lieu d'accueil fixe","","","Individuel","Gratuit","","","Non","","Non","","","","","","","Tout public","","","Non","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","49,992083","1,879943"
"569","Maison de Services au Public de Molliens-Dreuil","2018","Maison de Services au Public de Molliens-Dreuil","Privé","Non","Maison de Service au Public (MSAP)","Du lundi au vendredi : 13:30-17:30 / Samedi :  09:30-12:00","msap.molliens-dreuil@laposte.fr","2 rue de l'Eglise","80540","Molliens-Dreuil","","https://www.maisondeservicesaupublic.fr/content/molliens-dreuil-bureau-de-poste","Oui","Mise à disposition de deux ordinateurs avec connexion internet - Reliés à l’imprimante et au scanner - Connexion WiFi - Borne « services publics »","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","Individuel","Gratuit","","","Oui","Oui","Offre de proximité et de qualité afin de réaliser les démarches de la vie quotidienne.       Services proposés : Pôle Emploi ; Caisse nationale d'assurance maladie ; Caisse nationale d'assurance vieillesse ; Caisse nationale des allocations familiales ; Caisse centrale de la mutualité sociale agricole ; GRDF       En un lieu unique :    - accueil, information sur les droits et prestations   - aide à l'utilisation des services en ligne : télé-déclarations ; création, suivi et mise à jour de son espace personnel en ligne   - orientation vers les partenaires, prise de rendez-vous","Dans un lieu d'accueil fixe","","","Individuel","Gratuit","","","Non","","Non","","","","","","","Tout public","","","Oui","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","49,897965","2,038621"
"571","Maison de Services au Public de Nouvion","2018","Maison de Services au Public de Nouvion","Privé","Non","Maison de Service au Public (MSAP)","Du lundi au vendredi : 08:45-12:00 et 14:00-17:00 / Samedi : 08:45-12:00","msap.nouvion@laposte.fr","85 route nationale","80860","Nouvion","","https://www.maisondeservicesaupublic.fr/content/nouvion-bureau-de-poste","Oui","Mise à disposition de deux ordinateurs avec connexion internet - Reliés à l’imprimante et au scanner - Connexion WiFi - Borne « services publics »","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","Individuel","Gratuit","","","Oui","Oui","Offre de proximité et de qualité afin de réaliser les démarches de la vie quotidienne.       Services proposés : Pôle Emploi ; Caisse nationale d'assurance maladie ; Caisse nationale d'assurance vieillesse ; Caisse nationale des allocations familiales ; Caisse centrale de la mutualité sociale agricole ; GRDF ; La Poste       En un lieu unique :    - accueil, information sur les droits et prestations   - aide à l'utilisation des services en ligne : télé-déclarations ; création, suivi et mise à jour de son espace personnel en ligne   - orientation vers les partenaires, prise de rendez-vous","Dans un lieu d'accueil fixe","","","Individuel","Gratuit","","","Non","","Non","","","","","","","Tout public","","","Non","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","50,198776","1,748282"
"573","Maison de Services au Public d'Oisemont","2018","Maison de Services au Public d'Oisemont","Privé","Non","Maison de Service au Public (MSAP)","Du lundi au vendredi : 08:45-12:15 – 14:00-17:00 / Samedi : 09:00-12:00","msap.oisemont@laposte.fr","6 rue du Général de Gaulle","80140","Oisemont","","https://www.maisondeservicesaupublic.fr/content/oisemont-bureau-de-poste","Oui","Mise à disposition de deux ordinateurs avec connexion internet - Reliés à l’imprimante et au scanner - Connexion WiFi - Borne « services publics »","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","Individuel","Gratuit","","","Oui","Oui","Offre de proximité et de qualité afin de réaliser les démarches de la vie quotidienne. Services proposés :  Pôle Emploi ; Caisse nationale d'assurance maladie ; Caisse nationale d'assurance vieillesse ; Caisse nationale des allocations familiales ; Caisse centrale de la mutualité sociale agricole ; GRDF ; La Poste ; Agence nationale des titres sécurisés (ANTS) ; Trésor Public      En un lieu unique :    - accueil, information sur les droits et prestations   - aide à l'utilisation des services en ligne : télé-déclarations ; création, suivi et mise à jour de son espace personnel en ligne   - orientation vers les partenaires, prise de rendez-vous","Dans un lieu d'accueil fixe","","","Individuel","Gratuit","","","Non","","Non","","","","","","","Tout public","","","Oui","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","49,954923","1,766148"
"575","Maison de Services au Public de Roisel","2018","Maison de Services au Public de Roisel","Privé","Non","Maison de Service au Public (MSAP)","Lundi : 09:30-12:00 et 14:00-16:45 / Du mardi au vendredi : 09:00-12:00 et 14:00-16:45 / Samedi : 09:00-12:00","msap.roisel@laposte.fr","27 rue Pasteur","80240","Roisel","","https://www.maisondeservicesaupublic.fr/content/roisel-bureau-de-poste","Oui","Mise à disposition de deux ordinateurs avec connexion internet - Reliés à l’imprimante et au scanner - Connexion WiFi - Borne « services publics »","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","Individuel","Gratuit","","","Oui","Oui","Offre de proximité et de qualité afin de réaliser les démarches de la vie quotidienne.       Services proposés :   Pôle Emploi ; Caisse nationale d'assurance maladie ; Caisse nationale d'assurance vieillesse ; Caisse nationale des allocations familiales ; Caisse centrale de la mutualité sociale agricole ; GRDF ; La Poste ; Préfecture ; Trésor Public      En un lieu unique :    - accueil, information sur les droits et prestations   - aide à l'utilisation des services en ligne : télé-déclarations ; création, suivi et mise à jour de son espace personnel en ligne   - orientation vers les partenaires, prise de rendez-vous","Dans un lieu d'accueil fixe","","","Individuel","Gratuit","","","Non","","Non","","","","","","","Tout public","","","","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","49,946094","3,10098"
"580","Médiathèque Municipale D'Anizy-Le-Chateau","2018","Médiathèque Municipale D'Anizy-Le-Chateau","Public","Non","Bibliothèque - Médiathèque","","mediatheque.anizy@wanadoo.fr","7B RUE AIGLE NOIR","02320","Anizy-le-Château","0323809423","","Oui","Accès à Internet dans la bibliothèque.","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Non","","","","","","","","","Oui","","","Dans un lieu d'accueil fixe","","","","Gratuit","","","Non","","Non","","","","","","","Tout public","","","","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto13.png","49,504905","3,450821"
"581","Bibliothèque De Aulnois-Sous-Laon","2018","Bibliothèque De Aulnois-Sous-Laon","Public","Non","Bibliothèque - Médiathèque","","mediatheque-aulnoissouslaon@orange.fr","3 RUE DES ECOLES","02000","Aulnois-sous-Laon","0323804857","","Oui","Accès à Internet dans la bibliothèque.","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Non","","","","","","","","","Oui","","","Dans un lieu d'accueil fixe","","","","Gratuit","","","Non","","Non","","","","","","","Tout public","","","","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto13.png","49,614183","3,598796"
"582","Mediatheque Municipale De Beuvardes","2018","Mediatheque Municipale De Beuvardes","Public","Non","Bibliothèque - Médiathèque","","mediathque_beuvardes@orange.fr","1 RUE DE FERE","02130","Beuvardes","0323712015","","Oui","Accès à Internet dans la bibliothèque.","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Non","","","","","","","","","Oui","","","Dans un lieu d'accueil fixe","","","","Gratuit","","","Non","","Non","","","","","","Non","Tout public","Non","","","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto13.png","49,140142","3,488343"
"583","Bichancourt Lecture","2018","Bichancourt Lecture","Public","Non","Bibliothèque - Médiathèque","","chantal.leclerc8@wanadoo.fr","3 RUE DE L'EGLISE","02300","Bichancourt","0323521457","","Oui","Accès à Internet dans la bibliothèque.","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Non","","","","","","","","","Oui","","","Dans un lieu d'accueil fixe","","","","Gratuit","","","Non","","Non","","","","","","","Tout public","","","","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto13.png","49,579664","3,212295"
"584","Bibliotheque De Billy Sur Aisne","2018","Bibliotheque De Billy Sur Aisne","Public","Non","Bibliothèque - Médiathèque","","yves.lavenus@free.fr","PLACE DE LA MAIRIE","02200","Billy-sur-Aisne","0323727202","","Oui","Accès à Internet dans la bibliothèque.","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Non","","","","","","","","","Oui","","","Dans un lieu d'accueil fixe","","","","Gratuit","","","Non","","Non","","","","","","","Tout public","","","","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto13.png","49,356609","3,383813"
"585","Bibliotheque Municipale De Bohain","2018","Bibliotheque Municipale De Bohain","Public","Non","Bibliothèque - Médiathèque","","bibliotheque@bohainenvermandois.fr","14 rue de la République","02110","Bohain-en-Vermandois","0323075282","","Oui","Accès à Internet dans la bibliothèque.","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Non","","","","","","","","","Oui","","","Dans un lieu d'accueil fixe","","","","Gratuit","","","Non","","Non","","","","","","","Tout public","","","","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto13.png","49,985254","3,456882"
